ID;Medicamento;Dosis;Presentación;Marca;Farmacía;Precio;Dirección;Comuna;Región
23271;REUMAZINE;200 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Salcobrand;20099;Ahumada Nº 389;Santiago;Metropolitana
23272;MICROSER;24 mg;30 COMPRIMIDOS;GRÜNENTHAL CHILENA LTDA.;Salcobrand;40199;Ahumada Nº 389;Santiago;Metropolitana
23273;ECTIEN XR;37,5 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Salcobrand;14499;Ahumada Nº 389;Santiago;Metropolitana
23274;ECTIEN XR;75 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23275;ECTIEN XR;150 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Salcobrand;37399;Ahumada Nº 389;Santiago;Metropolitana
23276;BEJOWA; 0,5 mg;30 COMPRIMIDOS;SANOFI-AVENTIS DE CHILE S.A.;Salcobrand;4699;Ahumada Nº 389;Santiago;Metropolitana
23277;BEJOWA; 2 mg;30 COMPRIMIDOS;SANOFI-AVENTIS DE CHILE S.A.;Salcobrand;8399;Ahumada Nº 389;Santiago;Metropolitana
23278;ALEXIA;120 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Salcobrand;11599;Ahumada Nº 389;Santiago;Metropolitana
23279;CARVEDILOL;25 mg;30 COMPRIMIDOS;OPKO CHILE S.A.;Salcobrand;5099;Ahumada Nº 389;Santiago;Metropolitana
23280;LEVORIGOTAX; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS PRATER S.A.;Salcobrand;6399;Ahumada Nº 389;Santiago;Metropolitana
23281;ZIVAL; 5 mg;40 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Salcobrand;11399;Ahumada Nº 389;Santiago;Metropolitana
23282;GOFYL;25 mg;30 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23283;NEURUM;75 mg;40 CÁPSULAS;LABORATORIOS SAVAL S.A.;Salcobrand;15099;Ahumada Nº 389;Santiago;Metropolitana
23284;HIDROCLOROTIAZIDA;50 mg;20 COMPRIMIDOS;LABORATORIO MAVER S.A.;Salcobrand;1299;Ahumada Nº 389;Santiago;Metropolitana
23285;CELTIUM;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Salcobrand;37999;Ahumada Nº 389;Santiago;Metropolitana
23286;TOPICTAL;100 mg;28 COMPRIMIDOS RECUBIERTOS;TECNOFARMA S.A.;Salcobrand;61299;Ahumada Nº 389;Santiago;Metropolitana
23287;REPOSIL;10 mg;30 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Salcobrand;15799;Ahumada Nº 389;Santiago;Metropolitana
23288;T4 - BAGÓ;150 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;9899;Ahumada Nº 389;Santiago;Metropolitana
23289;T4 - BAGÓ;50 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;6999;Ahumada Nº 389;Santiago;Metropolitana
23290;CLONAZEPAM; 0,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;4399;Ahumada Nº 389;Santiago;Metropolitana
23291;PREGOBIN;75 mg;30 CÁPSULAS;LABORATORIOS RECALCINE S.A.;Salcobrand;23199;Ahumada Nº 389;Santiago;Metropolitana
23292;CLONAZEPAM; 2 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;4799;Ahumada Nº 389;Santiago;Metropolitana
23293;MELIC;15 mg;10 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Salcobrand;5699;Ahumada Nº 389;Santiago;Metropolitana
23294;TOLEXINE GE;100 mg;15 COMPRIMIDOS;LABORATORIOS D & M PHARMA LTDA.;Salcobrand;17999;Ahumada Nº 389;Santiago;Metropolitana
23295;AZYMOL;10 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Salcobrand;49099;Ahumada Nº 389;Santiago;Metropolitana
23296;AZYMOL;15 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Salcobrand;72499;Ahumada Nº 389;Santiago;Metropolitana
23297;CLARIMAX;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;24699;Ahumada Nº 389;Santiago;Metropolitana
23298;GOVAL; 3 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;17899;Ahumada Nº 389;Santiago;Metropolitana
23299;ABACTEN;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;21999;Ahumada Nº 389;Santiago;Metropolitana
23300;EVIMAL;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;72099;Ahumada Nº 389;Santiago;Metropolitana
23301;T4 - BAGÓ;100 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;5999;Ahumada Nº 389;Santiago;Metropolitana
23302;GOVAL; 1 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;16299;Ahumada Nº 389;Santiago;Metropolitana
23303;RECAMICINA;750 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Salcobrand;19699;Ahumada Nº 389;Santiago;Metropolitana
23304;PRODEL; 4 mg;10 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Salcobrand;7199;Ahumada Nº 389;Santiago;Metropolitana
23305;CIBLEX;15 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Salcobrand;20999;Ahumada Nº 389;Santiago;Metropolitana
23306;RUBIFEN;10 mg;30 COMPRIMIDOS;PHARMAVITA S.A.;Salcobrand;21799;Ahumada Nº 389;Santiago;Metropolitana
23307;DOXICICLINA;100 mg;10 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;2499;Ahumada Nº 389;Santiago;Metropolitana
23308;LORATADINA;10 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;1099;Ahumada Nº 389;Santiago;Metropolitana
23309;PAMAX;20 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Salcobrand;20999;Ahumada Nº 389;Santiago;Metropolitana
23310;ZOMETIC; 7,5 mg;30 COMPRIMIDOS RECUBIERTOS;CHEMOPHARMA S.A.;Salcobrand;6699;Ahumada Nº 389;Santiago;Metropolitana
23311;PRECLAR;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;25999;Ahumada Nº 389;Santiago;Metropolitana
23312;CIPROFLOXACINO;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;999;Ahumada Nº 389;Santiago;Metropolitana
23313;AUSENTRON;25 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;24199;Ahumada Nº 389;Santiago;Metropolitana
23314;SIMPERTEN;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;14799;Ahumada Nº 389;Santiago;Metropolitana
23315;SOSTAC;20 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;15999;Ahumada Nº 389;Santiago;Metropolitana
23316;TENARON;15 mg;10 COMPRIMIDOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;13999;Ahumada Nº 389;Santiago;Metropolitana
23317;HIPOGLUCIN;850 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;7099;Ahumada Nº 389;Santiago;Metropolitana
23318;ALPRAZOLAM; 0,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;1199;Ahumada Nº 389;Santiago;Metropolitana
23319;SELERUP;50 mg;6 COMPRIMIDOS RECUBIERTOS;GADOR LTDA.;Salcobrand;7999;Ahumada Nº 389;Santiago;Metropolitana
23320;BETAPLEX;6,25 mg;30 COMPRIMIDOS;LABORATORIOS LAFI LTDA.;Salcobrand;9199;Ahumada Nº 389;Santiago;Metropolitana
23321;SUPRACALM;1 g;20 COMPRIMIDOS;TECNOFARMA S.A.;Salcobrand;9999;Ahumada Nº 389;Santiago;Metropolitana
23322;SCADAN; 4 mg;20 COMPRIMIDOS;MEDIPHARM LTDA.;Salcobrand;2499;Ahumada Nº 389;Santiago;Metropolitana
23323;COAROL; 4 mg;20 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;12999;Ahumada Nº 389;Santiago;Metropolitana
23324;RITMENAL;300 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Salcobrand;23499;Ahumada Nº 389;Santiago;Metropolitana
23325;RITMENAL;400 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Salcobrand;26999;Ahumada Nº 389;Santiago;Metropolitana
23326;AUXXIL;500 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;19399;Ahumada Nº 389;Santiago;Metropolitana
23327;GLIBENCLAMIDA; 5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;399;Ahumada Nº 389;Santiago;Metropolitana
23328;LORAZEPAM; 2 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;1499;Ahumada Nº 389;Santiago;Metropolitana
23329;FUROSEMIDA;40 mg;12 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;999;Ahumada Nº 389;Santiago;Metropolitana
23330;DERMOXYL;250 mg;28 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;21999;Ahumada Nº 389;Santiago;Metropolitana
23331;NORSIC;25 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;25799;Ahumada Nº 389;Santiago;Metropolitana
23332;NORSIC;100 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;55099;Ahumada Nº 389;Santiago;Metropolitana
23333;SINCRIS; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;22999;Ahumada Nº 389;Santiago;Metropolitana
23334;DOLPIC;200 mg;10 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Salcobrand;11999;Ahumada Nº 389;Santiago;Metropolitana
23335;FLUCTIN;150 mg;2 CÁPSULAS;LABORATORIOS LAFI LTDA.;Salcobrand;22099;Ahumada Nº 389;Santiago;Metropolitana
23336;CITALOPRAM;20 mg;30 COMPRIMIDOS RECUBIERTOS;MEDINOVA FARMA LTDA.;Salcobrand;6999;Ahumada Nº 389;Santiago;Metropolitana
23337;DIVALPREX;500 mg;50 COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO;GADOR LTDA.;Salcobrand;20999;Ahumada Nº 389;Santiago;Metropolitana
23338;VALVITAE PLUS;160/12,5;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Salcobrand;15399;Ahumada Nº 389;Santiago;Metropolitana
23339;ARGIUM;200 mg;10 CÁPSULAS;LABORATORIO CHILE S.A.;Salcobrand;9999;Ahumada Nº 389;Santiago;Metropolitana
23340;ARATAN;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;17999;Ahumada Nº 389;Santiago;Metropolitana
23341;ETALOKARE;10 mg;30 COMPRIMIDOS RECUBIERTOS;ETEX FARMACÉUTICA LTDA.;Salcobrand;16299;Ahumada Nº 389;Santiago;Metropolitana
23342;DIRTOP;50 mg;1 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Salcobrand;1399;Ahumada Nº 389;Santiago;Metropolitana
23343;ODATRON; 8 mg;8 COMPRIMIDOS BUCODISPERSABLES;LABORATORIO PASTEUR S.A.;Salcobrand;62999;Ahumada Nº 389;Santiago;Metropolitana
23344;GESIDOL;500 mg;24 COMPRIMIDOS;MEDIPHARM LTDA.;Salcobrand;1490;Ahumada Nº 389;Santiago;Metropolitana
23345;ODATRON; 4 mg;2 COMPRIMIDOS BUCODISPERSABLES;LABORATORIO PASTEUR S.A.;Salcobrand;13199;Ahumada Nº 389;Santiago;Metropolitana
23346;DEATEN;80 mg;15 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;39999;Ahumada Nº 389;Santiago;Metropolitana
23347;CLAVAM DUO 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23348;T4 - BAGÓ;75 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;7299;Ahumada Nº 389;Santiago;Metropolitana
23349;EUROGREL;75 mg;35 COMPRIMIDOS RECUBIERTOS;EUROLAB LTDA.;Salcobrand;32999;Ahumada Nº 389;Santiago;Metropolitana
23350;MIGTAL; 2,5 mg;2 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Salcobrand;6199;Ahumada Nº 389;Santiago;Metropolitana
23351;PREGALEX;75 mg;30 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;19499;Ahumada Nº 389;Santiago;Metropolitana
23352;PREGALEX;150 mg;30 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;37099;Ahumada Nº 389;Santiago;Metropolitana
23353;AUXXIL;750 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;17999;Ahumada Nº 389;Santiago;Metropolitana
23354;CORDIAX 80;80 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Salcobrand;25799;Ahumada Nº 389;Santiago;Metropolitana
23355;EMERGEN;100 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;34999;Ahumada Nº 389;Santiago;Metropolitana
23356;APEPLUS; 1 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Salcobrand;26199;Ahumada Nº 389;Santiago;Metropolitana
23357;CICLOBENZAPRINA CLORHIDRATO;10 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;2099;Ahumada Nº 389;Santiago;Metropolitana
23358;TAXUS;20 mg;30 COMPRIMIDOS;TECNOFARMA S.A.;Salcobrand;8799;Ahumada Nº 389;Santiago;Metropolitana
23359;KOPODEX;500 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RECALCINE S.A.;Salcobrand;23099;Ahumada Nº 389;Santiago;Metropolitana
23360;KOPODEX;1000 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RECALCINE S.A.;Salcobrand;47799;Ahumada Nº 389;Santiago;Metropolitana
23361;MAXIMOX 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;LABORATORIO PASTEUR S.A.;Salcobrand;13099;Ahumada Nº 389;Santiago;Metropolitana
23362;LODIPRES;12,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;18099;Ahumada Nº 389;Santiago;Metropolitana
23363;FUROSEMIDA;40 mg;12 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;999;Ahumada Nº 389;Santiago;Metropolitana
23364;AMULSIN;10 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Salcobrand;42499;Ahumada Nº 389;Santiago;Metropolitana
23365;AMULSIN; 5 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Salcobrand;28999;Ahumada Nº 389;Santiago;Metropolitana
23366;MICOSET;250 mg;28 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;24299;Ahumada Nº 389;Santiago;Metropolitana
23367;CICLOBENZAPRINA CLORHIDRATO;10 mg;20 COMPRIMIDOS RECUBIERTOS;MINTLAB Co. S.A.;Salcobrand;2099;Ahumada Nº 389;Santiago;Metropolitana
23368;ALOPURINOL;100 mg;20 COMPRIMIDOS;MINTLAB Co. S.A.;Salcobrand;1399;Ahumada Nº 389;Santiago;Metropolitana
23369;TENSODOX; 5 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Salcobrand;9299;Ahumada Nº 389;Santiago;Metropolitana
23370;IDENA;150 mg;1 COMPRIMIDOS RECUBIERTOS;TECNOFARMA S.A.;Salcobrand;25699;Ahumada Nº 389;Santiago;Metropolitana
23371;ARRUMAL;30 mg;30 COMPRIMIDOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;38099;Ahumada Nº 389;Santiago;Metropolitana
23372;ORALNE;20 mg;30 CÁPSULAS BLANDAS;DEUTSCHE PHARMA S.A.;Salcobrand;44999;Ahumada Nº 389;Santiago;Metropolitana
23373;BIVIR;s/i;60 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;86999;Ahumada Nº 389;Santiago;Metropolitana
23374;HIPOGLUCIN;1000 mg;30 COMPRIMIDOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Salcobrand;16499;Ahumada Nº 389;Santiago;Metropolitana
23375;RISPYL; 2 mg;20 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Salcobrand;20999;Ahumada Nº 389;Santiago;Metropolitana
23376;CAPSURE;200 mg;10 CÁPSULAS;PFIZER CHILE S.A.;Salcobrand;13299;Ahumada Nº 389;Santiago;Metropolitana
23377;SUBELAN XR;37,5 mg;30 CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA;PHARMAVITA S.A.;Salcobrand;26099;Ahumada Nº 389;Santiago;Metropolitana
23378;PANTOCAL;40 mg;28 COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO;EUROFARMA CHILE S.A.;Salcobrand;20999;Ahumada Nº 389;Santiago;Metropolitana
23379;ARATAN;100 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23380;PRESTAT;75 mg;40 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;12699;Ahumada Nº 389;Santiago;Metropolitana
23381;PRESTAT;150 mg;40 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;23199;Ahumada Nº 389;Santiago;Metropolitana
23382;ADROXEF;500 mg;14 CÁPSULAS;LABORATORIO CHILE S.A.;Salcobrand;21899;Ahumada Nº 389;Santiago;Metropolitana
23383;SUBELAN XR;75 mg;30 CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA;PHARMAVITA S.A.;Salcobrand;30999;Ahumada Nº 389;Santiago;Metropolitana
23384;CILOSVITAE;100 mg;28 COMPRIMIDOS;GALENICUM HEALTH CHILE S.p.A.;Salcobrand;21999;Ahumada Nº 389;Santiago;Metropolitana
23385;LIPOX;40 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;33999;Ahumada Nº 389;Santiago;Metropolitana
23386;GLIDANIL;500 mg;30 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Salcobrand;2999;Ahumada Nº 389;Santiago;Metropolitana
23387;ESC;20 mg;30 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23388;LIPOTEN;40 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMAVITA S.A.;Salcobrand;25399;Ahumada Nº 389;Santiago;Metropolitana
23389;LETICO;50 mg;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Salcobrand;19699;Ahumada Nº 389;Santiago;Metropolitana
23390;EBANTINA;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RAFFO S.A.;Salcobrand;20999;Ahumada Nº 389;Santiago;Metropolitana
23391;IRBEVITAE;150 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Salcobrand;22999;Ahumada Nº 389;Santiago;Metropolitana
23392;PROPRANOLOL CLORHIDRATO;40 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;599;Ahumada Nº 389;Santiago;Metropolitana
23393;AMLODIPINO;10 mg;30 COMPRIMIDOS;SEVEN PHARMA CHILE S.p.A.;Salcobrand;2899;Ahumada Nº 389;Santiago;Metropolitana
23394;SEDORAN;100 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RAFFO S.A.;Salcobrand;16499;Ahumada Nº 389;Santiago;Metropolitana
23395;PERVIORAL;500 mg;42 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;39999;Ahumada Nº 389;Santiago;Metropolitana
23396;DEPRAX;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23397;ADAX; 0,5 mg;30 COMPRIMIDOS;LABORATORIOS SAVAL S.A.;Salcobrand;13999;Ahumada Nº 389;Santiago;Metropolitana
23398;CIPROVAL;500 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Salcobrand;16299;Ahumada Nº 389;Santiago;Metropolitana
23399;MACROSAN;100 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Salcobrand;14399;Ahumada Nº 389;Santiago;Metropolitana
23400;HALOPERIDOL; 1 mg;30 COMPRIMIDOS;SYNTHON CHILE LTDA.;Salcobrand;4999;Ahumada Nº 389;Santiago;Metropolitana
23401;HALOPERIDOL; 5 mg;20 COMPRIMIDOS;SYNTHON CHILE LTDA.;Salcobrand;6999;Ahumada Nº 389;Santiago;Metropolitana
23402;GASTRIDE;30 mg;28 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO;LABORATORIO CHILE S.A.;Salcobrand;19999;Ahumada Nº 389;Santiago;Metropolitana
23403;QURAX;100 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;24099;Ahumada Nº 389;Santiago;Metropolitana
23404;DOPABEN;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Salcobrand;60999;Ahumada Nº 389;Santiago;Metropolitana
23405;MACROSAN;50 mg;20 CÁPSULAS;INSTITUTO SANITAS S.A.;Salcobrand;6299;Ahumada Nº 389;Santiago;Metropolitana
23406;DIRTOP;100 mg;5 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Salcobrand;11899;Ahumada Nº 389;Santiago;Metropolitana
23407;METILDOPA;250 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;3199;Ahumada Nº 389;Santiago;Metropolitana
23408;DAGOTIL 1; 1 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;18899;Ahumada Nº 389;Santiago;Metropolitana
23409;PRESTAT; 50 mg;40 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;9499;Ahumada Nº 389;Santiago;Metropolitana
23410;PROPRANOLOL CLORHIDRATO;40 mg;20 COMPRIMIDOS;MINTLAB Co. S.A.;Salcobrand;599;Ahumada Nº 389;Santiago;Metropolitana
23411;KREDIT;500 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;20299;Ahumada Nº 389;Santiago;Metropolitana
23412;ROSUGRAS;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RAFFO S.A.;Salcobrand;14199;Ahumada Nº 389;Santiago;Metropolitana
23413;QURAX;25 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Salcobrand;20099;Ahumada Nº 389;Santiago;Metropolitana
23414;CELEDOX;200 mg;10 CÁPSULAS;SYNTHON CHILE LTDA.;Salcobrand;12899;Ahumada Nº 389;Santiago;Metropolitana
23415;DAKSOL;100 mg;28 COMPRIMIDOS;PHARMAVITA S.A.;Salcobrand;35699;Ahumada Nº 389;Santiago;Metropolitana
23416;SEDORAN;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS RAFFO S.A.;Salcobrand;12199;Ahumada Nº 389;Santiago;Metropolitana
23417;DAKSOL;25 mg;28 COMPRIMIDOS;PHARMAVITA S.A.;Salcobrand;10299;Ahumada Nº 389;Santiago;Metropolitana
23418;DAKSOL;50 mg;28 COMPRIMIDOS;PHARMAVITA S.A.;Salcobrand;19599;Ahumada Nº 389;Santiago;Metropolitana
23419;LADYGEX;s/i;28 COMPRIMIDOS;MINTLAB Co. S.A.;Salcobrand;8799;Ahumada Nº 389;Santiago;Metropolitana
23420;RIBOTEX;600 mg;30 COMPRIMIDOS RECUBIERTOS;GRÜNENTHAL CHILENA LTDA.;Salcobrand;111799;Ahumada Nº 389;Santiago;Metropolitana
23421;ESCITAVITAE;20 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Salcobrand;24999;Ahumada Nº 389;Santiago;Metropolitana
23422;ESCITAVITAE;10 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Salcobrand;12399;Ahumada Nº 389;Santiago;Metropolitana
23423;SOLUNA;75 mcg;28 COMPRIMIDOS;MINTLAB Co. S.A.;Salcobrand;8999;Ahumada Nº 389;Santiago;Metropolitana
23424;SERONEX;100 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMAVITA S.A.;Salcobrand;22099;Ahumada Nº 389;Santiago;Metropolitana
23425;SERONEX;50 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMAVITA S.A.;Salcobrand;17199;Ahumada Nº 389;Santiago;Metropolitana
23426;HIPOGLUCIN;500 mg;30 COMPRIMIDOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Salcobrand;7499;Ahumada Nº 389;Santiago;Metropolitana
23427;ANFIBOL; 5 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Salcobrand;21699;Ahumada Nº 389;Santiago;Metropolitana
23428;BAGOMIGRAL; 2,5 mg;2 COMPRIMIDOS RECUBIERTOS;LABORATORIO BAGÓ DE CHILE S.A.;Salcobrand;5299;Ahumada Nº 389;Santiago;Metropolitana
23429;KITADOL;1 g;18 COMPRIMIDOS;LABORATORIO CHILE S.A.;Salcobrand;7492;Ahumada Nº 389;Santiago;Metropolitana
23430;XUMADOL;1 g;20 COMPRIMIDOS;ITF - LABOMED FARMACÉUTICA LTDA.;Salcobrand;8099;Ahumada Nº 389;Santiago;Metropolitana
23431;TRIGILAB 100;100 mg;30 COMPRIMIDOS;INTERPHARMA S.A.;Salcobrand;21599;Ahumada Nº 389;Santiago;Metropolitana
23432;BIOLEV;50 mg;30 COMPRIMIDOS RECUBIERTOS;SYNTHON CHILE LTDA.;Salcobrand;48999;Ahumada Nº 389;Santiago;Metropolitana
